timestamp,cortisol_ug_dL,lactate_mmol_L,uric_acid_mg_dL,crp_mg_L,il6_pg_mL,body_temp_C,heart_rate_BPM,blood_oxygen_pct
2025-05-08 11:25:32.824477,15.900394701744865,1.302622393981385,5.161278792231351,1.060591696660505,1.2815464635967506,37.01563540169105,76.04377445346552,96.95700980704261
2025-05-08 11:25:33.824477,15.705232207457437,1.3133379183614164,5.365632186473515,0.932175582276588,1.7416030614007167,37.00419423765404,74.76112293347497,97.06168054885502
2025-05-08 11:25:34.824477,15.374306537606707,1.2568364297971133,5.221985354759026,0.8481735277861929,1.4671401000463118,36.967475686010374,77.2466715397013,97.22030123575101
2025-05-08 11:25:35.824477,15.331996395955542,1.3664092668020023,5.480670016666045,1.0397408450845624,1.8737854373017107,37.01076920815819,78.20201629469992,97.41156602477665
2025-05-08 11:25:36.824477,16.036170614132608,1.4285284316255997,5.335804378552164,0.9675495080573137,1.8294122760158882,37.0027234610094,78.2816265210893,97.30971617751369
2025-05-08 11:25:37.824477,16.356466951395703,1.5611051428938165,5.362172856895226,1.2071883871741105,1.8178501984347608,37.00145706935248,80.19885641191738,97.4146933469359
2025-05-08 11:25:38.824477,15.560720115786001,1.4951199777422493,5.382917206836717,1.1887955677744115,1.7539041423779302,37.033915255229445,81.75378463512658,97.36223120543161
2025-05-08 11:25:39.824477,15.517994575427188,1.5354653261798765,5.3520246957393995,1.0094170094757249,1.8627871570758312,36.983512558515294,78.775866583979,97.49968321689093
2025-05-08 11:25:40.824477,15.233704231835803,1.5288621525929342,5.519642653148532,0.989247803207709,1.8066094304425067,37.027670082594234,79.52983964029033,97.52257656987236
2025-05-08 11:25:41.824477,15.310708171066398,1.5087260823374185,5.347746185620231,1.2167356667786318,2.0661221468705055,37.01268742397601,78.63400984037555,97.43298795906273
2025-05-08 11:25:42.824477,15.130999903031983,1.5560364247626333,5.4372283263654095,1.2287043549248395,2.161332450712988,37.003444070108664,79.649286791371,97.76891660943924
2025-05-08 11:25:43.824477,15.831601428926508,1.5725948549329005,5.575438974512515,1.0990304967401465,2.2049532133297984,37.027908785635496,78.09840231140771,97.59985462301665
2025-05-08 11:25:44.824477,16.216525691068977,1.633784534979885,5.595293579004582,1.2237230424387393,2.2545335558503563,37.05294729404452,78.45532206041732,97.34103425823476
2025-05-08 11:25:45.824477,15.753950158068923,1.578060209203623,5.443420576650665,1.0664400128457125,2.249143617175634,37.007349019033924,76.95843925303114,97.55895813217435
2025-05-08 11:25:46.824477,15.456498507323033,1.6400000719570138,5.619826550658322,1.2709317570339655,2.512274964429168,37.063269070662884,76.99215647202358,97.41870750714877
2025-05-08 11:25:47.824477,15.899859070657199,1.6095309890357044,5.510656522982407,1.2130645910981077,2.541079904141308,37.0121243139322,75.67737330778544,97.27288804338629
2025-05-08 11:25:48.824477,15.716274203738246,1.5887449590427236,5.569665683923591,1.1840617587826894,2.247792508154515,37.023078749994134,73.11014986038316,97.4202626102559
2025-05-08 11:25:49.824477,16.103294724042236,1.6450318974625295,5.793531872272393,1.1438395449852417,2.4603920807317667,37.008976870856074,74.81440449273911,97.20564255738988
2025-05-08 11:25:50.824477,15.627300139029556,1.5399358879936804,5.796594940678569,1.387165243683499,2.7065655581813814,37.04968025637398,74.26062769752862,97.2488748402363
2025-05-08 11:25:51.824477,15.72944434024032,1.512388921826798,5.490134297232718,1.0506669350408584,2.1451452078827566,37.05567432672691,72.90975406079401,97.24418716959102
2025-05-08 11:25:52.824477,15.734745352613963,1.537127182373143,5.528307935270289,1.1432439563146004,2.8207205306794867,37.02967234210864,71.69372515720565,97.23746774194706
2025-05-08 11:25:53.824477,15.666308002308165,1.589615737127642,5.803877539043258,1.1978784278972716,2.4893199674119053,37.0073841446726,71.06480517620163,97.18009639727877
2025-05-08 11:25:54.824477,16.530980025904945,1.4973451135114917,5.71396098697489,1.1895711513460443,2.7969200611638665,37.06691840475867,71.18964319806537,96.92120976230964
2025-05-08 11:25:55.824477,15.980553365535478,1.5937671244632228,5.722440634837097,1.2014339781969907,2.421489887904449,37.05957976613286,71.73059336027764,97.16480061765162
2025-05-08 11:25:56.824477,15.792395313675087,1.4409082085217748,5.69131435500262,1.3445356157150556,2.749502948469752,37.041161017028735,71.10781643870389,97.0864253875956
2025-05-08 11:25:57.824477,16.378011063137173,1.5042724265089553,5.618109740412702,1.2833116355628933,2.86777292064216,37.04039827027748,72.91718813108784,96.88693296878817
2025-05-08 11:25:58.824477,15.660848620100273,1.4006336139955675,5.737791146847816,1.3002518326328818,2.7079378612551164,37.04815877412529,73.57108759002247,96.6625140925904
2025-05-08 11:25:59.824477,16.35407403255892,1.458383229076364,5.751071664076353,1.1832246039939516,2.520621744478503,36.99106006549677,74.39077212408475,96.7982728971808
2025-05-08 11:26:00.824477,15.412825199538085,1.437973322445668,5.743588347461511,1.2695207385704093,2.8314983139390724,37.10968667102773,73.95217811033524,96.79700048558509
2025-05-08 11:26:01.824477,15.758139231774896,1.4036212940722714,5.791033232479193,1.3310362397136197,2.6556486120076706,37.03787716913248,75.24420398561035,96.77209759804308
2025-05-08 11:26:02.824477,16.328188796163392,1.3934755283335216,5.8256172411129175,1.3163935166561875,2.715050380373751,37.012496560322795,75.95825683701345,96.55997600492144
